Country name,Confirmed,Recovered,Deaths,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Ladder score in Dystopia,Regional indicator
Afghanistan,7387702.0,5128106.0,251784.0,7.4628605839999995,0.470366955,52.59000015,0.39657300700000003,-0.0964294,0.9336865540000001,1.9723167419999998,South Asia
Albania,2566014.0,1372081.0,64504.0,9.417930603,0.671070457,68.70813751,0.7819942240000001,-0.042309489000000006,0.896303713,1.9723167419999998,Central and Eastern Europe
Algeria,8485107.0,5748927.0,319094.0,9.537964821000001,0.8033851390000001,65.90517426,0.46661090899999996,-0.121105164,0.7354851370000001,1.9723167419999998,Middle East and North Africa
Argentina,114309026.0,91192612.0,2881217.0,9.810955048,0.900567949,68.80380249,0.831132412,-0.194913864,0.8420098420000001,1.9723167419999998,Latin America and Caribbean
Armenia,11180494.0,8208215.0,190542.0,9.100476265,0.7574794290000001,66.75065613,0.7120178340000001,-0.13877961,0.7735447879999999,1.9723167419999998,Commonwealth of Independent States
Australia,4470500.0,3699208.0,112965.0,10.72059631,0.9448546170000001,73.60453796,0.915431738,0.19046016,0.41516912,1.9723167419999998,North America and ANZ
Austria,14695837.0,11003167.0,240252.0,10.7428236,0.9280458690000001,73.00250244,0.899989486,0.085429221,0.49995487899999996,1.9723167419999998,Western Europe
Azerbaijan,8598304.0,6582240.0,112852.0,9.687726974,0.819308281,65.50839996,0.786824107,-0.24025528100000001,0.55253756,1.9723167419999998,Commonwealth of Independent States
Bahrain,10939128.0,10016152.0,39579.0,10.67638016,0.876342118,68.5,0.905855775,0.13372919,0.7393470999999999,1.9723167419999998,Middle East and North Africa
Bangladesh,57789517.0,40104285.0,808675.0,8.287063599,0.687292993,64.50306702,0.90062499,-0.033664726,0.661843538,1.9723167419999998,South Asia
Belarus,16592136.0,13775225.0,143369.0,9.779945374,0.90674746,66.10433197,0.6391630770000001,-0.164926544,0.63571167,1.9723167419999998,Commonwealth of Independent States
Belgium,40086038.0,3797948.0,2521062.0,10.673639300000001,0.911632538,72.00164795,0.813582063,-0.078691199,0.612297952,1.9723167419999998,Western Europe
Benin,392550.0,306597.0,6584.0,7.674319744,0.46867114299999996,54.31246567,0.735182583,-0.003537213,0.7405325770000001,1.9723167419999998,Sub-Saharan Africa
Bolivia,19299627.0,12204189.0,1035831.0,8.851115227000001,0.803108692,63.6004715,0.875873327,-0.09168113,0.8226062059999999,1.9723167419999998,Latin America and Caribbean
Bosnia and Herzegovina,5723703.0,3472507.0,169954.0,9.455817223,0.829204142,67.80813599,0.651352704,0.098274559,0.933769107,1.9723167419999998,Central and Eastern Europe
